"Anfangsbuchstabe","Title","Begriff","Hinweis","Link"
"K","KÄA","	Kostenänderungsantrag","LINK FOLGT",
"K","KAF","Konzern Abnahmefahrt",,
"K","KAF","Kostenausgleichsfaktor	","Mehrkosten für eine Veränderungsmaßnahme, Einheit €/kg",
"K","KAK","Konzern Arbeitskreis",,
"K","KANBAN","Methode zur Produktionssteuerung, Orientierung an tatsächlichem Verbauch von Materialien am Bereistell - und Verbrauchsort",,
"K","KBA","	Kraftfahrt-Bundesamt",,
"K","KBA","Kamera-basierte Assistenzsysteme	",,
"K","KBM","Kleinbetriebsmittel",,
"K","KBP","	Kunden-Betreuungs-Prozess",,
"K","KBS","Konstruktions-Sachbearbeiter-Schlüssel	",,
"K","KD","	Kundendienst",,
"K","KDBT","Konzeptdatenbereitstellungstermin",,
"K","KE","	Konzeptentscheid	","Meilenstein im PEP",
"K","KEF","Kundenersatzfahrzeug",,
"K","KEFA","	freigebende Bereiche der Entwicklung (Karosserie, Elektrik, Fahrwerk, Aggregate)",,
"K","KEFAG","	Karosserie-Elektrik-Fahrwerk-Antrieb-Gesamtfahrzeug",,
"K","KEP","Kurier, Express, Paket",,
"K","KESSEY","Keyless Entry System",,
"K","KF","Kundenfahrzeug",,
"K","KFF","Kundenfahrzeugfunktion",,
"K","KFG","	Kraftfahrzeuggesetz (Österreich)",,
"K","KFL","Kaufmännischer Leiter",,
"K","KFL","Kurzfristleaser",,
"K","K-FMEA","Konstruktions-FMEA",,
"K","K-FMEA","Konstruktions-FMEA",,
"K","KfV","Kuratorium für Verkehrssicherheit",,
"K","KfZStG","Kraftfahrzeugsteuergesetz",,
"K","KG","Kurbelgehäuse",,
"K","KGBuP","Konzeptgespräch Baukasten und Plattform",,
"K","KGH","Konzept Gleich Heit",,
"K","KIS","Kunden-Informations-System",,
"K","KK","Kontokorrent",,
"K","KKB","Kunststoffkraftstoffbehälter",,
"K","KKH","Kommunikationskreis Kunde & Handel	",,
"K","KKP","	Kunde-Kunde-Prozess",,
"K","KKP","	Kunden-Kontakt-Programm",,
"K","KL","	Kunstleder",,
"K","KLGL","	Kleinsträumige Gliederung",,
"K","KLK","Kühlluftklappen",,
"K","KLS","	kosten-lieferantenspezifisch",,
"K","KLSM","Kombilenkstockmodul",,
"K","KLT","Kleinladungsträger",,
"K","KM","	Kühlmittel",,
"K","KNAB","Knieairbag",,
"K","KoBoMoBo	","KolbenBolzenMontageBohrung	","hat jeder Boxer-Motor",
"K","KoTr","Kostenträger",,
"K","KoVOMo	","Konzern-V-Otto-Motor(en)",,
"K","KoZo","Kommissionierzone",,
"K","KP","	Kaufpreis",,
"K","KP","Konferenzpauschale",,
"K","KPA","Kaufpreisanalyse",,
"K","K-PDM","Konzern-Produktdatenmanagement",,
"K","KPI","Key Performance Indicator",,
"K","KPL","Kommissionierplatz",,
"K","KPM","Konzernproblemmanagement",,
"K","KPS","	Kleinprojektspezifikation",,
"K","KRIAS","Kreditoreninformations- und Abrechnungssystem",,
"K","KRL","Konzernrichtlinie",,
"K","KrWG","	Kreislaufwirtschaftsgesetz","LINK FOLGT",
"K","KS","	Komponentenschutz",,
"K","KSE","KSE ist die Konstruktionsdaten-Erfassung im KVS","LINK FOLGT ",
"K","KSK","Konzernsteuerkreis","LINK FOLGT ",
"K","KSt","	Kostenstelle",,
"K","KSWT","Kleinserienwerkzeug",,
"K","KT","	Kernteam",,
"K","KTÄ","Konzern-Team-Änderungsmanagement","LINK FOLGT",
"K","KTL","Kathodische Tauchlackierung	",,
"K","KTL","Kleinteile-Lager",,
"K","KTM","	Kernteam Meeting",,
"K","KTN","Kleinteile-Nachschub",,
"K","KTP","	Kraftfahrtechnische Prüfstelle",,
"K","KTZ","Kleinteilezentrum",,
"K","KV","	Kraftstoffverbrauch",,
"K","KV","	Kraftverkehr",,
"K","KVA","	Kostenverrechnungsantrag	","LINK FOLGT",
"K","KVA","Kraftstoffversorgungsanlage",,
"K","KV-ÄKO","	Kostenverrechnung-Änderungskontrolle	","LINK FOLGT ",
"K","KVP","Kontinuierlicher Verbesserungsprozess	","Definierter Schleifenprozess zur kontinuierlichen Weiterentwicklung und Verbesserung der Produkt-, Prozess- und Servicequalität.",
"K","KVS","	Kundenverrechnungssatz",,
"K","KVS; (Hyper-)","KonstruktionsdatenVerwaltungsSystem (HyperKVS)","LINK FOLGT ",
"K","KVV","	Kontruktionsverwaltungsvereinbarung	",,
"K","KW","	Kurbelwelle",,
"K","KW","	Kurzwelle",,
"K","KW","	Kilo Watt",,
"K","KW","	Kalenderwoche",,
"K","KWAB","	Kühlwasserausgleichsbehälter",,
"K","KWR","	Kühlwasserrohr",,
"K","KWS","	Kühlwasserschlauch",,
"K","KWS","	Knickwinkelsensor",,
"K","KZ","	Kennzeichen",,
"L","LAB","	Lieferabruf",,
"L","Labo","Laborberichte der Werkstofftechnik	",,
"L","LAF","Leistungsanforderung",,
"L","LAH","	Bauteile-Lastenheft",,
"L","LAK","Länderausschuss Technische Kraftfahrzeugüberwachung",,
"L","LAN","	Local Area Network",,
"L","LAS","Leiter After Sales",,
"L","LAW","	Liefer-Abwicklungs-Nummer (für variantenreiche ZSBs)",,
"L","LB","Lagerbestand",,
"L","LB","	Leistungsbeschreibung	",,
"L","LCA","	Life Cycle Assessment	",,
"L","Lcable","	System zu Beschreibung von Kabelsträngen",,
"L","LCD","	Liquid Cristal Display",,
"L","LCM","	Light Control Module",,
"L","LD","	Light Duty",,
"L","LDL","	Logistischer Dienstleister",,
"L","LE","Ladeeinheit",,
"L","LEA","Lieferanten Entscheidungs Ausschuss",,
"L","LED","	Light Emitting Diode",,
"L","LEG","	Lufteinlassgitter",,
"L","LEP","	Lieferanten Entwicklungs Prozess	",,
"L","LEV","	Low Emitting Vehicle",,
"L","LF","	Lagerfahrzeug",,
"L","LF","	Launch-Freigabe",,
"L","LFG","Leiter Fachgebiet",,
"L","LFR","	Leerlauffüllungsregelung",,
"L","LFZ","Laufzeitverlängerung",,
"L","LGO","	Lagerort",,
"L","LH","	Lastenheft",,
"L","LHM","Ladehilfsmittel",,
"L","Lima","	Lichtmaschine",,
"L","LIP","Lieferanten Integrationsprogramm",,
"L","LIS","	Ladeinfrastruktur",,
"L","LISO","Local Information Security Officer (ISMS)",,
"L","LISON","Ladungsträgermanagement- und Informationssystem Online: bietet die Vollständige Abwicklung aller Aufgaben/Funktionen zum Ladungsträger",,
"L","LIVAS","	Literatur Verwaltungs- und Archivierungs-System (VW)",,
"L","LK","	Leistungsklasse",,
"L","LK","Lenkungskreis",,
"L","LKK","Lenkungskreis Kundenzufriedenheit	",,
"L","LKQ","Lenkungskreis Qualität",,
"L","LKS","	Luftklappensteuerung",,
"L","LL","	Linkslenker",,
"L","LL","	Leerlauf",,
"L","LL","	Lessons Learned",,
"L","LLK","	Ladeluftkühler",,
"L","LM","	Leichtmetall",,
"L","LMM","	Luftmassenmesser	",,
"L","LMP","	LeMans Prototyp",,
"L","LMV","	Linear-Magnetventil",,
"L","LNG","	Liquid Natural Gas",,
"L","Logfile","	Datei, in der Änderungen und Abläufe protokolliert werden",,
"L","LogOS","	Logistisches Operating System	",,
"L","LOI","	Letter of Intent	","Absichtserklärung",
"L","LOP","	Liste offener Punkte",,
"L","LP","Low Pressure",,
"L","LPG","	Liquid Petrol Gas",,
"L","LR","	Long Range",,
"L","LRP","	Long Range Planning",,
"L","LRR","	Long Range Radar",,
"L","LRV","	Luftreinhalteverordnung",,
"L","LS","	Lieferschein",,
"L","LS","Lehrsaal",,
"L","LS / LST","	Lieferstufe",,
"L","LSA","	Leicht-Stabil-Agil Konzept",,
"L","LSC","Logistik Service Center",,
"L","LSD","Limited Slip Differential",,
"L","LS-DYNA","	CAE-Preprozessor",,
"L","LSI","luftspaltisoliert (Krümmer)",,
"L","LST","Lieferstufe",,
"L","LT","	Ladungsträger",,
"L","L-Teil ","lebenswichtiges Teil",,
"L","L-Teil","lebenswichtiges Teil  auch: Lieferumfang-Teil (kurz: Liefer-Teil)",,
"L","LTIK","Lichttechnisches Institut der Universität Karlsruhe",,
"L","LTR","	Low Temperature Radiator	","NT (Niedertemperatur)-Kühler",
"L","LUIS","Logistisches Umweltinformationssystem/ Berechnungstool CO2",,
"L","LUK","Lamellen und Kupplungsbau",,
"L","LUP","	Langfristige Unternehmensplanung",,
"L","LVDS","	Low Voltage Differential Signaling",,
"L","LVM","Low Volume Manufacturer",,
"L","LVR","Lagerplatzverwaltung",,
"L","LVR","Lager Verwaltungsrechner",,
"L","LW","	Langwelle",,
"L","LWB","Long Wheel Base",,
"L","LWL","	Lichtwellenleiter",,
"L","LWR","Leuchtweitenregulierung",,
"L","LWRT","	Lightweight Reinforced Thermoplastics",,
"L","LWS","	Lenkwinkelsensor",,
"L","LWS","Latentwärmespeicher",,
"L","LZV","	Laufzeitverlängerung",,
"M","M","Maintenance",,
"M","M","	Personal- und Sozialwesen",,
"M","MA","	Mitarbeiter",,
"M","MAB","Margenausführungsbestimmungen	",,
"M","MAB","	Modularer Antriebsbaukasten",,
"M","MAC","	Multi Activity Cruiser",,
"M","MAF","Marke Abnahmefahrt",,
"M","Mafo","Materialfortschritt",,
"M","MAG","	Metall Aktivgas Schweißen",,
"M","MAK","Maximale Arbeitsplatzkonzentration",,
"M","MAK","	Modularbeitskreis (Gremium)	",,
"M","MAK","	Marktarbeitskreis",,
"M","MAL","Marketing Auftragsleistung",,
"M","Mareveda","market-relevant vehicle data (martkspezifische Fahrzeugdaten)",,
"M","MARLIS","Datenbank zur Aufbereitung von CAE-Werkstoffdaten",,
"M","MAT24","	LS-DYNA Materialgesetz 24",,
"M","Matlab","	Software zur Durchführung mathematischer Berechnungen (Fa. Mathworks)",,
"M","MBB","Modularer Backend Baukasten	",,
"M","MBC","	MB-Connect (Modellbeschreibung-Connect)",,
"M","MBT","Modell Beschreibung Technik (VW-Konzern IT-System)",,
"M","MC","	Mobile Client",,
"M","MC","	Mikrocomputer",,
"M","MCR","	Maschinenlesbare Codier-Regeln",,
"M","MD","	Minidisk",,
"M","MD","Managing Director",,
"M","MD","	Medium Duty",,
"M","MDF","Maskiertes Dauerfernlicht",,
"M","MDK","Materialdickenkombination",,
"M","MDLWSL","	Abkürzung f. Modellwechsel",,
"M","MDR","	Massen-Durchfluss-Regler",,
"M","ME","Markteinführung",,
"M","ME","	Mustereinbau",,
"M","MEK","	Materialeinzelkosten",,
"M","MES","	Manufacturing Execution System",,
"M","MFA","	Multifunktionsanzeige",,
"M","MFH","	Multifunktionshalle",,
"M","mFP","Marktspezifischer Fahrzeugpool","Fahrzeugpool für die Ausleihe von Erprobungsfahrzeugen und Versuchsträgern in den beiden Hauptmärkten USA und China. Fahrzeuge für die Fachbereiche direkt in den USA und China zur Ausleihe für Absicherungs- und Erprobungsfahrten.",
"M","MFR","Modularer Fahrwerksrahmen",,
"M","MFT","	Multifunktionstest",,
"M","MFU","Maschinenfähigkeitsuntersuchung",,
"M","MG","Marktgebiet",,
"M","MG","	Material-Gemeinkosten",,
"M","MGF","Motor-Getriebe-Flansch",,
"M","MGK","	Material-Gemeinkosten	","Logistik- oder auch Beschaffungsnebenkosten",
"M","MGR","	Montagegruppe",,
"M","MI","Management Information",,
"M","MI","	Maßhaltigkeitsindex",,
"M","MI","Major Incident","Ein „Major Incident“ ist eine schwerwiegende businesskritische Störung eines oder mehrerer IT Services, die grundlegende Geschäftsprozesse des Porsche Konzerns beeinträchtigt oder unmöglich macht. ",
"M","MIB","	Modularer Infotainment-Baukasten	",,
"M","MID","Molded Interconnect Devices",,
"M","Mifri","	Mittelfrist",,
"M","MIG","Metall Intertgas Schweißen",,
"M","Miko","Mittelkonsole",,
"M","MIL","Malfunction Indicator Lamp",,
"M","MIM","Major Incident Management","Prozess für die Kommunikation und Koordination von IT Großstörungen (Major Incidents)",
"M","MiMo","	Mittelmotor",,
"M","MIS","Management Informationssystem	",,
"M","MIS","Month in Service",,
"M","MISS","	Material Information System",,
"M","MJ","	Modelljahr",,
"M","MJ","	Mannjahr",,
"M","MK","	Management Kreis",,
"M","MKD","	medium knocked down	","Zerlegungsgrad von 1.300 bis 1.700 Teilen",
"M","MKLF","Mehrkammer-Luftfeder",,
"M","MKO","	MaterialKostenOptimierung",,
"M","MLB","	Modularer Längsbaukasten",,
"M","MLBevo","	Modularer Längsbaukasten evolution	",,
"M","MM","	Materialmanagement",,
"M","MM","	Meeting Minutes",,
"M","MMAB","Meldung abgeschlossen (Status einer Meldung im SAP)",,
"M","MMB","Modularer Mittel- und Heckmotor Baukasten",,
"M","MMB","	Mittelmotorbaukasten",,
"M","MMGAV","	Modell-Motor-Getriebe-Abgas-Varianten",,
"M","MMI","	Man Machine Interface",,
"M","MMI","	Multimedia Interface",,
"M","MML","	Modul-Masterliste",,
"M","MNO","Mobile Network Operator",,
"M","M-Nr.	","Mehrausstattungsnummer	","Serien- und Sonderausstattung",
"M","MOOC","Massive Open Online Course 	","  Kostenlose Online-Kurse mit unbegrentzter Teilnehmerzahl",
"M","MOPF","	Modellpflege",,
"M","MOST-Bus","Media Orientated Systems Transport Bussystem",,
"M","MOZ","Motor-Oktanzahl",,
"M","MP","Modellpflegepunkt",,
"M","MP","	Modellpflege",,
"M","MP","Meldepunkt",,
"M","MPE","Mitarbeiter Personal Entwicklung, Motor Pumpen Einheit",,
"M","MPF","	Mikroplanfilm",,
"M","MPF","	Modellpflege",,
"M","MPG","	Miles per Gallon",,
"M","MPLS","Multi Protocol Label Switching = Netzwerktechnik",,
"M","MPV","Multi Purpose Vehicle",,
"M","MQB","	Modularer Querbaukasten",,
"M","MRK","Mensch-Roboter-Kollaboration",,
"M","MRP","	Material Requirement Planning (Materialbedarfsplanung)",,
"M","MSA","Measurement System Analysis	",,
"M","MSB","Modularer Standardbaukasten",,
"M","MSG","	Motor Steuergerät",,
"M","MSG","Mobile Service Gateway",,
"M","MSNR","	Modulsachnummer",,
"M","MSP","	Meilensteinplan",,
"M","MSR","Motorschleppmomentenregelung",,
"M","MSRP","Manufacturer's Suggested Retail Price	",,
"M","MT","	Manntage",,
"M","MT","	Mitteltemperatur",,
"M","MTB","	Mountainbike",,
"M","M-Team","Funktion in der Modellpflege-Phase: Das M-Team nimmt die Verantwortlichkeit für die gesamte Steuerung und Umsetzung von Modellpflegepunkten war.","LINK FOLGT",
"M","MTEAMxx","Modellpflege-Team im Werk xx (Koordination Produktmanagement)	","LINK FOLGT ",
"M","MTM ","	Methods of Time Meassurement",,
"M","MTZ","Materialteurungszuschlag",,
"M","MV","	Monovideokamera",,
"M","MVG","Markt Verantwortungs Gebiet	",,
"M","MVLS","	Mechanisch verstellbare Lenksäule	",,
"M","MVO","	Montage vor Ort",,
"M","MW","Modelljahreswechsel",,
"M","MW","	Monatswert",,
"M","MW","	Mittelwelle",,
"M","MWSt","	Mehrwertsteuer",,
"M","MWV","Mineralölwirtschaftsverband",,
"M","MY","	Model Year",,
"M","MZF","Mehrzweckfahrzeug",,
"M","MZU","	Messzentrum Umweltschutz",,
"N","n.i.O.","	Nicht in Ordnung",,
"N","N2S","Needs-to-Strategy-Deployment ","E2E-Prozess: von der Analyse zur Strategieumsetzung ",
"N","NA","	Nacharbeit",,
"N","NACA","	National Advisory Committee for Aeronautics	","Aerodynamik-Profile",
"N","NAD","	Nahtabdichtung",,
"N","NAFTA","	North American Free Trade Association",,
"N","NAR","	North American Region",,
"N","NBR","Nürburgring",,
"N","NBV","	Normalblattverwaltungssystem	",,
"N","NC (-Programmierung)	","Numerical Control, Methode zur Steuerung und Regelung von Werkzeugmaschinen (CNC-Maschinen)",,
"N","NCAP Crash	","New Car Assessment Program Crash",,
"N","ND","	Normaldach",,
"N","NDC","	Network Development Council",,
"N","NDD","	Network Display Device",,
"N","NDS","	Navigation Data Standard",,
"N","NEF","	New energy vehicle",,
"N","NEFZ","	Neuer Europäischer Fahrzyklus	",,
"N","NE-Metall","Nichteisen-Metall",,
"N","NEV","	New energy vehicle",,
"N","NF","	Nachfolgemodell",,
"N","NF","	Niederfrequenz",,
"N","NFUA","Neuteil / Freigegebenes-Übernahmeteil / Ungültig / Änderung",,
"N","NGS","	Neigungssensor",,
"N","NHTSA","	National Highway Transport Safety Administration",,
"N","NiMH","	Nickel-Metallhybrid (Batterie)",,
"N","NIP","	Network Integration Package Begriff aus der Architekturfestlegung Dateien im Format .dbc,.dbx,.ldf Routing-Tabelle",,
"N","NIS","	Normteile Informationssystem",,
"N","NL","	Nachlass",,
"N","NL","	Nettolager",,
"N","NL","	Niederlassung",,
"N","NLEV","National Low Emission Vehicle",,
"N","NLK","neues Logistikkonzept",,
"N","NLO","	Next Level Ordering",,
"N","NLS","	Next Level Sourcing",,
"N","NMP","	Nitrit Methyl Pyrolidon",,
"N","NOLIS","	Normen-OnLine-InformationsSystem",,
"N","NOVC-HEV","not off-vehicle charging hybrid electric vehicle",,
"N","NPC","	Nicht-Porsche PC",,
"N","NPE","	Neupreis",,
"N","NPE","	Non-polluting Engine",,
"N","NPM","	Nicht-Produktionsmaterial",,
"N","NR","	Noise Reduction",,
"N","NS","	Notification Service",,
"N","NSD","	Nachschalldämpfer",,
"N","NSGET","	Nichtseriengleiche Ersatzteile",,
"N","NSGT","	Nicht statusgerechte Teile",,
"N","NSL","	Nebelschlussleuchte",,
"N","NSW","	Nebelscheinwerfer",,
"N","NT","	Nachtrag",,
"N","NT","	Neuteil",,
"N","NTC","	Negative Temperature Coefficient	",,
"N","NTR","	Nachtrag-Hauptgruppe-Vorgang	",,
"N","NTV","	Neuteile Verfolgungssystem",,
"N","NV","	Night Vision	","Wärmebildkamera",
"N","NVAS","Netview Access Services",,
"N","NVEM","Niedervoltenergiemanagement","12V Verbraucherkontingentierung | Teilfunktionsumfang von Verbrauchsmaßnahmen | Ruhestromüberwachung | Abschaltstufen, Abschaltempfehlungen | 12V Energie-Historiendaten | Aktivierung NV-Warnmeldungen und FSP",
"N","NVH","	Noise, Vibrations Harshness",,
"N","NVLD","""Natural Vacuum Leak Diagnostic""-System	","Tankleckdiagnosesystem",
"N","NVS","	Normteile Verwaltungs System	",,
"N","NW","	Nockenwelle",,
"N","NW","	Neuwagen",,
"N","NWT","Netzwerk Wissensgewinn Transfer",,
"O","O2D","Order-to-Delivery ","E2E-Prozess: vom Kundenauftrag zur Auslieferung ",
"O","OA","	Organisationsanweisung",,
"O","OBC","On-Board Charger",,
"O","OBD","Onboard Diagnostics",,
"O","OBD","	Outbound Dispatcher	",,
"O","OBDC","	On Board Data Collector	",,
"O","OBFCM","On-Board-Fuel-Consumption-Monitoring",,
"O","OBU","	Onboard Unit",,
"O","OCR","Optical Character Recognition",,
"O","OCU","On-board Control Unit",,
"O","ODB","	Offset Deformable Barrier",,
"O","ODETTE","Organisation for Data Exchange by Tele Transmission in Europe (europäischer Standard)",,
"O","ODIS","Offboard Diagnose Informationssystem",,
"O","ODP","	One Digital Platform",,
"O","OE","	Organisationseinheit",,
"O","OEAGB","Ölausgleichsbehälter",,
"O","OEM","Original Equipment Manufacturer	","LINK FOLGT",
"O","OEWT","Ölwärmetauscher",,
"O","OFTP","	ODETTE File Transfer Protocol",,
"O","OHC","Overhead Camshaft",,
"O","OHG","Offene Handelsgesellschaft",,
"O","OK","Ottokraftstoff",,
"O","OMK","oberer Management-Kreis",,
"O","ONT","Over Night Testing",,
"O","OP","Operative Planung",,
"O","OPAC","Online Public Access Catalogue	",,
"O","OPCA","	Operational Planning Controlling Advanced",,
"O","OPF","	One Piece Flow",,
"O","OPF","	Ottopartikelfilter",,
"O","OPIT","	Online Profilierungs Interessenten Tool",,
"O","OPK","Operative Planungskonferrenz	",,
"O","ÖPNV","Öffentlicher Personen-Nahverkehr	",,
"O","OPR","Online Pannenruf (= ORA)",,
"O","OPUS","	Operatives PlanUngs System für die Umsetzung von Fahrzeugänderungen",,
"O","ORCA","	(IT) Order Care	","IT Auftragsmanagement-System",
"O","ORV","	Off Road Vehicle",,
"O","ORVR","	Onboard Refuelling Vapor Recovery",,
"O","O-S","	0-Serie, Anlaufserie",,
"O","OSAM","	Online Services Architecture Model",,
"O","OT","	Oberer Totpunkt",,
"O","OTA","	Over The Air",,
"O","OTV","	Online Termin Vereinbarung	","engl.: DMS",
"O","OTX","Open Test sequence eXchange",,
"O","ÖV","	Öffentlicher Verkehr",,
"O","OVA","	Online Vertriebs Assistent",,
"O","OVC-HEV","off-vehicle-chargeable hybrid electric vehicle,",,
"O","OZ","Oktanzahl",,
"P","P","	Produktion","LINK FOLGT ",
"P","P&P		","Profiles & Preferences","auch PuP",
"P","P+R","	Park and Ride",,
"P","P2P","Purchase-to-Pay ","E2E-Prozess: von der Bedarfsanforderung zur Bezahlung ",
"P","P³	","Porsche Datenbank",,
"P","P3Crash	","Preprozessor zur Aufbereitung von CAE-Werkstoffdaten",,
"P","PA","Produktaufwertung",,
"P","PA	","ParkAssistent",,
"P","PAA","Porsche Active Aerodynamics",,
"P","PAB","	Produktionsabruf (Prodsynchron)",,
"P","PAC","Porsche Academy",,
"P","PACC","Porsche Application Competence Center",,
"P","PACCh	","Predictive ACC high	","ACC Innodrive",
"P","PADM","	Porsche Active Drivetrain Mount	","Dynamische Aggregatelagerung",
"P","PAG","	Porsche AG",,
"P","PAK","	Produktarbeitskreis",,
"P","PAK","	Porsche-Aufnahme-Konzept",,
"P","PAK","	Porsche AnforderungsKatalog",,
"P","PAL","	Presseauftragsleistung",,
"P","PALMS","Porsche Academy Learning Management System",,
"P","PÄM","	Porsche Änderungsmanagement","LINK FOLGT ",
"P","P-Anforderungen ","Produktions-Anforderung",,
"P","PAOLO","Porsche After Sales Online Logistik = PET + SAPGUI",,
"P","PAP","	Porsche Asia Pacific","LINK FOLGT ",
"P","PAR","Porsche Active Ride (im Grunde das ADR)",,
"P","PAS","	Porsche Active Safe",,
"P","PÄS","	Produktion-Änderungen Serie (Anderungsmanagement)",,
"P","PÄS","Produktänderungsgespräch Serie",,
"P","PASADB","	Porsche After Sales Anforderungs Datenbank",,
"P","PASC","Porsche Application Service Center	",,
"P","PASDT","Porsche automatisierter Steuergeräte Diagnose-Tester",,
"P","PASG","Porsche Antriebs Steuer Gerät (Antriebs Steuergerät beim BEV)",,
"P","PASM","	Porsche Active Suspension Management",,
"P","PAULA ","Porsche Automotive Lifecycle Applikation	","IT-System zur Laufzeiterfassung auf Bauteilebene",
"P","PAZ","	Pilot- und Analysezentrum",,
"P","PB","	Pilotband",,
"P","PB","Prozessbeschreibung","LINK FOLGT ",
"P","PB","	Porduktbeeinflussung",,
"P","PBE","	Porsche Business Excellence",,
"P","PBI","	Porsche-Bewertungs-Index",,"/sites/Q-ManagementIQ-Dokumente/Shared%20Documents/General/Q-Dokumente/QS.00001_Porsche-Bewertungs-Index_PBI2.0.pdf"
"P","PBL","	Pick by Light",,
"P","PBR","	Porsche Brasil",,
"P","PBSA","	Porsche Brand Standards Audit Tool",,
"P","PBW","	Pilotbandwagen",,
"P","PC","	Passenger Car",,
"P","PC","	Porsche Center",,
"P","PC","	Personal Computer",,
"P","PCA","	Porsche Cars Australia","LINK FOLGT",
"P","PCB","	Program Communication Block (für Zugriff auf IMS-Datenbanken)	",,
"P","PCC","	Porsche Car Connect",,
"P","PCC","	Porsche Contact Center",,
"P","PCCB","Porsche Ceramic Composite Brake",,
"P","PCCC","	PC Cost Center	","Übersicht der benutzerbezogenen PC-Kosten",
"P","PCCD","Porsche Car Configurator Datenbank	",,
"P","PCCD","Porsche Car Configurator Data Manipulation = Front End zum --> GOG	",,
"P","PCCG","Porsche Corporate Communication Guidelines",,
"P","PCCM","Porsche Classic Communication Management (DIN1 Gerät)",,
"P","PCCM Plus","Porsche Classic Communication Management Plus (DIN2 Gerät)",,
"P","PCEE","	Porsche Central and Eastern Europe	",,
"P","PCG","	Porsche Consulting","LINK FOLGT ",
"P","PCGB","	Porsche Cars Great Britain","LINK FOLGT ",
"P","PCH","	Porsche Schweiz","LINK FOLGT ",
"P","PCICS1","	Produktions--Customer Information Control System 1",,
"P","PCL","	Porsche Canada",,
"P","PCM","	Porsche Communication Management (Info-/Navigationssystem)",,
"P","PCM","	Ausfallratenanalyse (part count measurement)",,
"P","PCN","Porsche China","LINK FOLGT ",
"P","PCNA ","Porsche Cars North America","LINK FOLGT ",
"P","PC-Scheibe ","	Poly-Carbonat-Scheibe	","Sichtfenster Rückwand",
"P","PCSI","Porsche Connect Service Information",,
"P","PCV","positive crankcase ventilation (Kurbelgehäuseentlüftung)",,
"P","PD","	Porsche Deutschland","LINK FOLGT ",
"P","PD","	Produktdefinition	","Rahmenheft",
"P","PD","	Produktdokumentation",,
"P","PDA","	Porsche Deutschland Aftersales",,
"P","PDA","	Personal Digital Assistant	","a small portable computer",
"P","PDAC","	Porsche Dealer Accounting and Controlling",,
"P","PDC","	Park Distance Control",,
"P","PDC","	Porsche Driving Center",,
"P","PDC","	Primär Domain Controller oder PVA Server im Autohaus	",,
"P","PDCC","	Porsche Dynamic Chassis Control","LINK FOLGT ",
"P","PDDP","Porsche Digitale Dienste Plattform (Smart Mobility Plattform im Digitalen Ökosystem)",,
"P","PDDS","	Porsche Design Driver's Selection",,
"P","PDE","	Porsche Driving Experience",,
"P","PDE","Projekt-Definition",,
"P","PDEW","Porsche Driving Experience Winter",,
"P","PDF","Porsche Deutschland Finanzen",,
"P","PDF","	Portable Document Format	",,
"P","PDI","	Pre Delivery Inspection",,
"P","PDiP","	Produktdatenintegrationsplattform	",,
"P","PDK","	Porsche Doppelkupplungsgetriebe",,
"P","PD-K","	Produktdaten Konzernintegration",,
"P","PDKIT","Porsche Doppelkupplung Panamera	",,
"P","PDL","	Porsche Data Lake",,
"P","PDLG","	Porsche Dienstleistungs GmbH","LINK FOLGT ",
"P","PDLS","	Porsche Dynamic Light System","LINK FOLGT ",
"P","PdM","	Porsche de Mexico",,
"P","PDM ","	Porsche Deutschland Marketing	",,
"P","PDM","	Produktdatenmanagement",,
"P","PDM","	Produkt-Detail-Montageanweisung",,
"P","PDMS ","	Porsche Dokumenten Management System","LINK FOLGT ",
"P","P-DMU ","Porsche Digital Mockup (CAx-System)	","LINK FOLGT ",
"P","PDN","Porsche Deutschland Netzentwicklung",,
"P","PDP","	Porsche Deutschland Personal",,
"P","PDRM","	Porsche Driving Reflection Module",,
"P","PDS","	Porsche Deutschland Sales",,
"P","PDV","	Porsche Deutschland Vertragswesen	",,
"P","PDX","Product Data eXchange (IPC-257X) Datenaustauschformat für Produktdaten zwischen OEM, Lieferanten und Toolherstellern. Der Standard basiert auf XML. Flash-PDX: zum Austausch von Steuergeräte Flashdaten, BR-PDX zum Austausch von Diagnosedaten",,
"P","PDX","	Porsche Diagnostik Daten Exchange",,
"P","PE","	Polyethylen",,
"P","PE","	Projektentscheidung Meilenstein im PEP",,
"P","PEC","	Porsche Experience Center",,
"P","PECM","Porsche Enterprise Content Management System",,
"P","Peer-To-Peer",," 	In modernen P2P-Netzwerken werden die Netzwerkteilnehmer häufig abhängig von ihrer Qualifikation in verschiedene Gruppen eingeteilt, die spezifische Aufgaben übernehmen.",
"P","PEG","	Porsche Engineering Group","LINK FOLGT ",
"P","PEMS ","	  Portable Emission Measurement System",,
"P","PEP","	Produktentstehungsprozess","LINK FOLGT ",
"P","PeP","	Porsche e-Procurement","LINK FOLGT ",
"P","PEP","Produktentstehungsprozess",,
"P","PES","Porsche Engineering Services","LINK FOLGT ",
"P","PESMAT","Porsche EES Softwaremanagement Abgleichtool",,
"P","PET","	Porsche Elektronischer Teilekatalog",,
"P","PEV","Porsche Exclusive Verkäufer",,
"P","PF","Produkt-Feasibility	","Zielkatalog",
"P","PFA","	Projekt-Feasability Aggregate",,
"P","PFC","	Porsche Financial Calculator",,
"P","PFCP","	Porsche Flashen Codieren Prüfen	",,
